MD,Match_ID,Player,Squad,#,Nation,Age_Years,Age_Days,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_PrgP,Carries,Carries_PrgC,Take-Ons_Att,Take-Ons_Succ,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,xA,KP,1/3,PPA,CrsPA,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_TotDist,Carries_PrgDist,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Rec,PrgR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
6,91,Alejandro Francés,Girona,16,ESP,22,131,RB,90,0,0,0,0,2,1,1,0,46,2,3,0,0.2,0.2,0.3,2,0,27,33,81.8,2,24,3,0,0,506,238,10,12,83.3,14,17,82.4,3,4,75.0,0.2,1,2,0,0,31,2,0,1,1,2,2,0,0,0,0,27,0,0,1,2,0,0,2,3,66.7,1,0,0,3,5,4,0,7,22,18,6,2,,0,,116,78,0,1,1,0,31,4,0,4,1,0,2,1,0,0,0,1,0,0,
6,91,Arnaut Danjuma,Girona,11,NED,27,314,FW,71,0,0,0,0,6,1,0,0,28,0,0,0,0.5,0.5,0.0,1,0,14,20,70.0,2,15,8,5,3,216,48,6,6,100.0,7,11,63.6,0,1,0.0,0.0,0,1,0,0,15,5,0,0,0,3,0,3,2,0,0,14,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,9,17,3,60.0,1,20.0,216,146,3,3,0,0,16,5,0,0,0,2,3,0,0,0,0,2,1,1,50.0
6,91,Bryan Gil,Girona,20,ESP,23,303,RW,70,0,0,0,0,2,1,0,0,25,1,0,1,0.4,0.4,0.0,3,0,16,17,94.1,3,19,2,3,2,197,52,12,13,92.3,3,3,100.0,0,0,,0.0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,16,0,0,1,1,0,0,1,1,100.0,0,0,1,0,1,0,0,4,9,10,8,4,66.7,1,33.3,217,117,1,3,3,1,16,2,0,1,1,0,0,1,0,0,0,6,0,0,
6,91,Cristhian Stuani,Girona,7,URU,38,59,FW,19,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.1,1,0,2,2,100.0,0,1,0,1,0,18,1,2,2,100.0,0,0,,0,0,,0.0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,1,1,1,0,0.0,1,100.0,4,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,
6,91,Daley Blind,Girona,17,NED,34,276,LB,76,0,0,0,0,0,0,0,0,59,3,1,0,0.0,0.0,0.4,4,0,39,48,81.3,6,32,1,0,0,637,228,20,21,95.2,17,18,94.4,2,3,66.7,0.0,4,1,0,0,41,5,1,0,0,1,4,0,0,0,0,39,2,3,0,3,0,0,3,4,75.0,1,0,0,1,4,3,0,7,35,13,11,1,,0,,184,79,1,0,0,0,37,1,0,0,0,0,1,0,0,0,0,4,0,0,
6,91,Donny van de Beek,Girona,6,NED,27,236,DM,75,0,0,0,0,0,0,0,0,17,2,0,2,0.0,0.0,0.0,1,0,9,11,81.8,2,7,1,0,0,104,42,7,7,100.0,2,4,50.0,0,0,,0.0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,9,0,0,1,2,0,0,2,3,66.7,1,1,1,0,2,2,0,3,9,8,1,0,,0,,58,44,1,0,0,1,8,1,0,2,0,0,0,1,0,1,0,3,0,0,
6,91,Iván Martín,Girona,23,ESP,25,300,AM,15,0,0,0,0,1,0,0,0,5,0,0,0,0.1,0.1,0.0,0,0,2,4,50.0,0,2,1,0,0,26,0,2,2,100.0,0,1,0.0,0,0,,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2,2,0,,0,,18,4,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,
6,91,Jhon Solis,Girona,22,COL,20,68,DM,14,0,0,0,0,0,0,0,0,9,2,0,0,0.0,0.0,0.0,0,0,7,7,100.0,0,5,1,0,0,122,15,4,4,100.0,3,3,100.0,0,0,,0.0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,1,0,1,1,100.0,0,0,0,0,2,0,0,0,3,4,2,0,,0,,57,20,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,4,0,0,
6,91,Juanpe,Girona,15,ESP,33,224,CB,90,0,0,0,0,0,0,0,0,55,1,0,0,0.0,0.0,0.0,1,0,41,46,89.1,2,31,0,0,0,866,292,9,10,90.0,29,29,100.0,3,7,42.9,0.0,0,4,0,0,42,4,4,0,0,0,0,0,0,0,0,41,0,0,1,0,1,0,0,0,,0,0,0,0,1,9,0,16,39,16,1,0,,0,,230,156,0,0,0,0,38,0,0,1,0,0,0,1,0,0,0,2,0,1,0.0
6,91,Ladislav Krejčí,Girona,18,CZE,25,234,CB,90,0,0,0,0,0,0,0,0,56,0,1,1,0.0,0.0,0.0,0,0,39,47,83.0,0,27,0,0,0,703,349,16,18,88.9,20,22,90.9,3,7,42.9,0.0,0,1,0,0,43,4,1,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,,0,1,0,1,1,6,0,19,45,11,0,0,,0,,102,28,0,0,0,0,37,0,0,0,0,1,0,0,0,0,0,4,0,0,
6,91,Miguel Gutiérrez,Girona,3,ESP,23,136,"LW,LB",90,0,0,0,0,1,1,0,0,51,0,2,0,0.0,0.0,0.0,2,0,30,40,75.0,1,31,2,0,0,443,95,18,22,81.8,9,12,75.0,2,3,66.7,0.1,0,2,1,1,39,0,0,0,2,2,0,0,0,0,0,30,1,1,0,0,0,0,0,1,0.0,1,0,0,2,2,3,0,4,22,16,13,2,,0,,208,56,0,1,4,0,38,9,0,0,2,0,2,0,0,0,0,4,0,0,
