MD,Match_ID,Player,Squad,#,Nation,Age_Years,Age_Days,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_PrgP,Carries,Carries_PrgC,Take-Ons_Att,Take-Ons_Succ,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,xA,KP,1/3,PPA,CrsPA,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_TotDist,Carries_PrgDist,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Rec,PrgR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
8,127,Boubacar Kamara,Aston Villa,44,FRA,25,67,CB,90,0,0,0,0,0,0,0,0,97,0,1,1,0.0,0.0,0.0,0,0,82,92,89.1,5,68,2,0,0,1398,549,36,38,94.7,33,34,97.1,9,13,69.2,0.0,0,6,0,0,89,2,1,0,1,0,0,0,0,0,0,82,1,2,0,0,0,0,0,0,,0,0,1,1,1,1,0,10,48,47,2,1,,0,,422,272,1,0,0,0,80,0,0,0,2,0,0,0,0,0,0,5,1,0,100.0
8,127,Emiliano Martínez,Aston Villa,23,ARG,32,149,GK,90,0,0,0,0,0,0,0,0,64,0,0,0,0.0,0.0,0.0,1,0,53,62,85.5,0,44,0,0,0,1408,796,9,9,100.0,34,34,100.0,10,18,55.6,0.0,0,4,1,0,58,3,2,0,0,0,0,0,0,0,0,53,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,47,63,1,0,0,,0,,207,75,0,0,0,0,39,0,0,0,1,0,0,0,0,0,0,3,1,0,100.0
8,127,Ezri Konsa,Aston Villa,4,ENG,27,98,CB,90,0,0,0,0,3,0,0,0,80,0,1,0,0.2,0.2,0.1,3,0,74,76,97.4,2,62,0,1,1,1399,346,23,24,95.8,46,47,97.9,5,5,100.0,0.3,1,1,0,0,74,2,1,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,7,46,30,4,4,100.0,0,0.0,306,92,0,0,0,0,65,0,0,0,1,0,0,0,0,0,0,5,0,1,0.0
8,127,Ian Maatsen,Aston Villa,22,NED,22,325,LB,17,0,0,0,0,0,0,0,0,15,3,0,0,0.0,0.0,0.0,1,0,9,12,75.0,1,5,0,2,1,122,33,6,7,85.7,3,5,60.0,0,0,,0.0,0,0,0,0,8,4,1,0,0,0,3,0,0,0,0,9,0,0,1,2,1,0,3,3,100.0,0,0,0,0,3,0,0,0,5,8,3,0,50.0,1,50.0,12,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,3,0,0,
8,127,Jacob Ramsey,Aston Villa,41,ENG,23,246,LW,90,0,2,0,0,2,0,0,0,41,2,1,2,0.2,0.2,1.0,5,2,26,30,86.7,3,25,4,1,1,312,87,19,21,90.5,5,7,71.4,1,1,100.0,0.6,5,2,1,0,30,0,0,0,0,1,0,0,0,0,0,26,0,0,2,0,1,1,1,1,100.0,0,0,2,1,3,0,0,0,7,17,18,7,100.0,0,0.0,172,61,1,2,1,2,30,3,0,1,2,1,1,2,0,0,0,2,0,0,
8,127,John McGinn,Aston Villa,7,SCO,30,103,DM,61,0,0,0,0,0,0,0,0,35,1,0,0,0.0,0.0,0.3,3,1,31,32,96.9,5,21,0,0,0,492,139,12,13,92.3,16,16,100.0,1,1,100.0,0.1,1,3,2,0,30,2,2,0,0,0,0,0,0,0,0,31,0,0,1,0,1,0,1,1,100.0,0,0,0,0,1,2,0,2,9,18,8,0,,0,,83,14,0,0,0,0,25,1,0,2,1,0,0,1,0,0,0,2,0,0,
8,127,Lamare Bogarde,Aston Villa,26,NED,21,24,"RB,DM",90,0,0,0,0,0,0,0,0,63,4,1,0,0.0,0.0,0.0,1,1,50,55,90.9,3,38,1,1,0,788,226,23,27,85.2,24,25,96.0,2,2,100.0,0.0,0,2,0,0,46,9,2,0,0,0,7,0,0,0,0,50,0,0,3,1,2,1,3,3,100.0,0,0,0,1,5,1,0,2,17,34,12,0,0.0,1,100.0,166,59,0,0,1,0,40,0,0,0,1,0,0,3,0,0,0,5,1,0,100.0
8,127,Leon Bailey,Aston Villa,31,JAM,27,173,RW,90,0,0,0,0,0,0,0,0,33,1,0,1,0.0,0.0,0.7,5,0,20,27,74.1,2,24,7,5,2,294,89,12,13,92.3,6,9,66.7,2,3,66.7,0.4,4,2,1,0,26,1,0,1,0,2,0,1,1,0,0,20,0,1,1,1,0,0,1,2,50.0,1,0,1,0,1,0,0,0,4,14,15,5,40.0,3,60.0,185,125,2,3,0,0,23,9,0,0,1,1,2,1,0,0,0,5,0,0,
8,127,Lucas Digne,Aston Villa,12,FRA,31,193,LB,73,0,0,0,0,0,0,0,0,40,1,0,0,0.0,0.0,0.1,3,0,24,31,77.4,0,20,2,0,0,311,53,17,19,89.5,5,8,62.5,1,1,100.0,0.1,1,0,1,1,26,4,2,0,0,2,2,0,0,0,0,24,1,1,1,0,0,1,1,1,100.0,0,0,0,0,1,0,1,1,10,15,15,0,,0,,92,18,0,0,2,3,25,4,0,0,1,1,2,1,0,0,0,1,0,0,
8,127,Matty Cash,Aston Villa,2,POL,27,175,RB,29,0,0,0,0,2,0,0,0,19,0,0,0,0.1,0.1,0.0,0,0,14,16,87.5,0,11,3,0,0,228,51,8,8,100.0,5,7,71.4,1,1,100.0,0.0,0,0,0,0,13,3,0,0,0,2,3,0,0,0,0,14,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,5,5,9,2,,0,,122,52,3,1,0,0,12,3,0,0,0,0,2,0,0,0,0,0,0,0,
