MD,Match_ID,Player,Squad,#,Nation,Age_Years,Age_Days,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_PrgP,Carries,Carries_PrgC,Take-Ons_Att,Take-Ons_Succ,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,xA,KP,1/3,PPA,CrsPA,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_TotDist,Carries_PrgDist,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Rec,PrgR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
4,55,Alen Mustafić,Slovan Bratislava,20,BIH,25,123,CM,4,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.1,1,0,5,7,71.4,0,7,0,0,0,86,17,3,3,100.0,2,3,66.7,0,0,,0.0,1,2,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,3,3,1,1,,0,,78,5,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,
4,55,Artur Gajdoš,Slovan Bratislava,26,SVK,20,290,LM,4,0,0,0,0,1,1,0,0,5,0,0,0,0.1,0.1,0.0,0,0,4,4,100.0,1,4,0,0,0,57,13,2,2,100.0,2,2,100.0,0,0,,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,3,1,,0,,9,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,
4,55,César Blackman,Slovan Bratislava,28,PAN,26,217,RB,90,0,0,0,0,0,0,0,0,76,4,0,1,0.0,0.0,0.0,2,0,51,64,79.7,5,53,2,2,0,592,298,31,35,88.6,13,16,81.3,1,1,100.0,0.0,1,7,2,0,57,7,0,0,0,4,7,0,0,0,0,51,0,4,3,2,0,2,2,5,40.0,3,1,0,0,4,1,0,4,11,31,35,1,0.0,2,100.0,149,70,2,1,1,1,52,7,0,0,3,0,4,3,0,0,0,5,0,2,0.0
4,55,Danylo Ihnatenko,Slovan Bratislava,77,UKR,27,237,"DM,CM",90,0,0,0,0,1,1,1,0,64,2,0,1,0.0,0.0,0.0,1,0,44,53,83.0,3,42,0,2,0,809,144,16,17,94.1,19,23,82.6,7,11,63.6,0.0,0,3,1,0,53,0,0,0,0,0,0,0,0,0,0,44,0,0,0,1,1,0,1,3,33.3,2,0,1,0,2,3,0,5,12,39,13,1,0.0,1,50.0,163,44,0,0,1,1,47,1,0,2,1,0,0,0,0,0,0,3,3,0,100.0
4,55,Dominik Takáč,Slovan Bratislava,71,SVK,25,298,GK,90,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,0,0,16,20,80.0,0,10,0,0,0,277,160,6,6,100.0,9,9,100.0,0,4,0.0,0.0,0,0,0,0,12,8,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,18,21,1,0,0,,0,,33,24,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,
4,55,Dávid Strelec,Slovan Bratislava,13,SVK,23,215,FW,86,1,0,0,0,5,1,0,0,31,0,0,0,1.3,1.3,0.0,1,0,14,20,70.0,0,16,1,3,1,164,3,7,12,58.3,3,4,75.0,1,1,100.0,0.0,1,0,0,0,16,4,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,2,14,15,7,33.3,2,66.7,53,31,1,0,4,0,19,4,0,0,1,0,0,0,0,0,0,1,0,1,0.0
4,55,Guram Kashia,Slovan Bratislava,4,GEO,37,124,CB,78,0,0,0,0,0,0,1,0,71,1,0,0,0.0,0.0,0.0,1,0,60,66,90.9,6,59,2,0,0,856,321,29,34,85.3,26,27,96.3,2,2,100.0,0.0,0,4,0,0,65,1,1,0,0,0,0,0,0,0,0,60,0,0,1,1,0,0,1,2,50.0,1,0,0,0,1,3,0,7,26,45,1,0,,0,,436,302,1,0,0,0,56,0,0,1,1,0,0,1,0,0,0,4,1,1,50.0
4,55,Idjessi Metsoko,Slovan Bratislava,93,FRA,22,236,FW,19,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,0,8,0,1,1,38,0,4,4,100.0,0,0,,0,0,,0.0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,7,0,100.0,0,0.0,25,2,0,0,0,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,
4,55,Kenan Bajrić,Slovan Bratislava,12,SVN,29,321,CB,90,0,0,0,0,0,0,0,0,61,2,1,0,0.0,0.0,0.0,2,0,51,56,91.1,3,47,3,1,1,958,359,18,20,90.0,28,28,100.0,5,6,83.3,0.0,0,3,0,0,52,4,3,1,0,0,0,0,0,0,0,51,0,1,2,2,0,0,2,2,100.0,0,0,0,1,3,2,0,7,26,34,2,1,100.0,0,0.0,330,198,1,0,0,0,48,0,0,0,1,0,0,2,0,0,0,3,0,3,0.0
4,55,Kyriakos Savvidis,Slovan Bratislava,88,GRE,29,138,DM,71,0,0,0,0,1,1,0,0,48,0,0,0,0.0,0.0,0.0,1,0,42,45,93.3,3,34,0,1,0,609,164,20,20,100.0,17,19,89.5,2,2,100.0,0.0,0,6,0,0,44,1,1,0,0,1,0,0,0,0,0,42,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,1,3,36,10,0,0.0,1,100.0,198,68,0,0,1,0,36,0,0,0,3,0,1,0,0,0,0,6,0,0,
