MD,Match_ID,Player,Squad,#,Nation,Age_Years,Age_Days,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_PrgP,Carries,Carries_PrgC,Take-Ons_Att,Take-Ons_Succ,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,xA,KP,1/3,PPA,CrsPA,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_TotDist,Carries_PrgDist,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Rec,PrgR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
5,73,César Blackman,Slovan Bratislava,28,PAN,26,238,RM,90,0,0,0,0,0,0,0,0,44,1,1,0,0.0,0.0,0.0,0,0,22,33,66.7,4,23,1,2,1,280,139,14,16,87.5,3,6,50.0,3,6,50.0,0.0,0,0,1,0,29,4,0,0,0,0,4,0,0,0,0,22,0,2,1,1,0,0,0,0,,0,0,0,1,2,3,0,4,17,18,9,0,50.0,1,50.0,96,45,1,0,2,1,25,6,0,2,0,0,0,1,0,0,0,6,1,1,50.0
5,73,Danylo Ihnatenko,Slovan Bratislava,77,UKR,27,258,"CM,LW",25,0,0,0,0,0,0,0,0,13,3,0,0,0.0,0.0,0.0,2,0,8,9,88.9,0,7,0,0,0,198,23,3,3,100.0,2,2,100.0,3,3,100.0,0.0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,2,1,2,2,100.0,0,0,0,0,3,0,0,0,1,9,3,0,,0,,11,7,0,0,1,0,9,0,0,2,1,0,0,3,0,0,0,1,0,0,
5,73,Dominik Takáč,Slovan Bratislava,71,SVK,25,319,GK,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,16,35,45.7,0,18,0,0,0,454,320,3,3,100.0,8,8,100.0,5,24,20.8,0.0,0,0,0,0,21,14,5,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,32,37,0,0,0,,0,,86,56,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
5,73,Dávid Strelec,Slovan Bratislava,13,SVK,23,236,FW,90,0,0,0,0,1,0,0,0,32,1,0,1,0.8,0.8,0.0,0,0,20,23,87.0,1,12,1,1,0,240,29,13,14,92.9,6,7,85.7,0,0,,0.0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,0,20,0,0,1,1,0,0,1,1,100.0,0,1,0,0,1,2,1,3,10,18,4,1,0.0,0,0.0,56,16,0,1,1,0,18,2,0,1,1,0,0,1,0,0,0,2,2,0,100.0
5,73,Guram Kashia,Slovan Bratislava,4,GEO,37,145,CB,90,0,0,0,0,1,0,0,0,43,5,0,4,0.0,0.0,0.0,0,0,17,25,68.0,1,15,0,1,0,338,129,3,3,100.0,11,12,91.7,2,9,22.2,0.0,0,2,0,0,22,3,3,0,1,0,0,0,0,0,0,17,0,0,4,5,0,0,5,6,83.3,1,2,2,0,5,6,0,13,33,9,1,1,0.0,0,0.0,74,10,0,0,1,0,18,0,0,2,2,0,0,4,0,0,0,2,2,1,66.7
5,73,Idjessi Metsoko,Slovan Bratislava,93,FRA,22,257,LW,65,0,0,0,0,0,0,0,0,22,0,1,1,0.0,0.0,0.0,0,0,7,10,70.0,0,15,0,5,2,99,31,1,3,33.3,4,5,80.0,0,0,,0.0,0,1,0,0,10,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0.0,1,0,1,1,1,0,0,1,8,13,2,1,40.0,1,20.0,72,25,0,0,6,3,13,1,0,2,2,0,0,0,0,0,0,2,0,2,0.0
5,73,Juraj Kucka,Slovan Bratislava,33,SVK,37,274,CM,75,0,0,0,0,0,0,0,0,34,0,2,2,0.0,0.0,0.0,0,0,13,25,52.0,1,11,0,1,1,175,85,9,15,60.0,2,6,33.3,1,2,50.0,0.0,0,2,0,0,25,0,0,1,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,3,0.0,3,2,0,2,2,3,1,3,17,13,5,2,100.0,0,0.0,37,22,1,0,1,1,19,2,0,2,0,0,0,0,0,0,0,3,1,0,100.0
5,73,Jurij Medvedev,Slovan Bratislava,17,,28,161,LM,90,0,0,0,0,0,0,0,0,33,1,0,0,0.0,0.0,0.0,1,0,24,28,85.7,0,18,1,1,1,400,135,12,13,92.3,9,9,100.0,2,2,100.0,0.1,0,2,0,0,25,3,0,0,1,0,3,0,0,0,0,24,0,3,0,1,0,0,1,5,20.0,4,0,0,0,1,1,0,3,16,15,2,2,100.0,0,0.0,104,40,0,1,1,3,22,1,0,0,0,0,0,0,0,0,0,2,0,2,0.0
5,73,Kenan Bajrić,Slovan Bratislava,12,SVN,29,342,CB,90,0,0,0,0,0,0,1,0,30,2,5,2,0.0,0.0,0.0,0,0,16,19,84.2,1,13,0,0,0,211,146,12,13,92.3,3,3,100.0,1,3,33.3,0.0,0,2,0,0,17,2,0,0,0,0,2,0,0,0,0,16,0,0,0,2,0,0,0,0,,0,0,2,5,7,6,0,7,19,11,1,0,,0,,81,40,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,4,1,1,50.0
5,73,Kyriakos Savvidis,Slovan Bratislava,88,GRE,29,159,CM,89,0,1,0,0,0,0,0,0,41,3,3,0,0.0,0.0,0.6,2,1,30,35,85.7,1,19,0,1,1,461,169,16,18,88.9,8,10,80.0,3,4,75.0,0.0,2,0,0,0,34,1,0,0,1,1,0,1,0,1,0,30,0,0,1,2,1,0,2,5,40.0,3,0,0,3,6,0,0,3,20,19,3,0,100.0,0,0.0,87,17,1,0,0,1,22,0,0,3,1,0,1,1,0,0,0,8,1,0,100.0
5,73,Marko Tolić,Slovan Bratislava,10,CRO,28,144,LW,14,0,0,0,0,0,0,2,1,7,0,0,0,0.0,0.0,0.0,1,0,4,6,66.7,0,4,0,2,1,45,20,3,3,100.0,1,2,50.0,0,1,0.0,0.0,0,1,0,0,4,2,0,0,0,2,0,2,1,1,0,4,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,4,4,1,50.0,1,50.0,10,3,0,0,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,
5,73,Nino Marcelli,Slovan Bratislava,18,SVK,19,181,CB,15,1,0,0,0,1,1,0,0,5,0,0,0,0.1,0.1,0.0,1,1,2,2,100.0,0,4,0,1,1,67,41,0,0,,1,1,100.0,1,1,100.0,0.0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,3,0,100.0,0,0.0,49,29,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,
5,73,Róbert Mak,Slovan Bratislava,21,SVK,33,263,CM,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,73,Siemen Voet,Slovan Bratislava,2,BEL,24,297,CB,75,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,26,29,89.7,1,17,0,0,0,458,172,14,15,93.3,10,10,100.0,2,3,66.7,0.0,0,4,0,0,27,2,2,0,1,0,0,0,0,0,0,26,0,1,0,0,0,0,0,1,0.0,1,0,0,0,0,4,0,4,23,11,0,0,,0,,71,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0
5,73,Tigran Barseghyan,Slovan Bratislava,11,ARM,31,65,RW,90,1,1,0,0,3,1,0,0,49,0,0,0,0.6,0.6,0.8,3,1,31,42,73.8,7,25,3,2,1,423,192,18,22,81.8,9,11,81.8,1,4,25.0,0.3,2,3,0,0,39,3,2,1,0,1,0,1,1,0,0,31,0,1,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,3,13,24,14,1,50.0,0,0.0,291,132,3,1,3,0,36,5,0,1,4,0,1,0,0,0,0,10,0,2,0.0
5,73,Christian Pulisic,Milan,11,USA,26,69,AM,74,1,0,0,0,3,2,0,0,42,0,0,0,0.6,0.6,0.1,4,0,24,35,68.6,4,29,6,5,1,328,48,14,16,87.5,9,13,69.2,0,5,0.0,0.0,2,3,1,0,29,6,2,0,0,7,0,4,3,0,0,24,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,13,28,4,20.0,3,60.0,200,125,2,1,0,0,32,5,0,1,3,0,7,0,0,0,0,3,0,0,
5,73,Davide Calabria,Milan,2,ITA,27,356,RB,74,0,0,0,0,1,0,1,0,69,2,3,1,0.0,0.0,0.0,3,1,51,59,86.4,8,46,2,0,0,910,203,21,23,91.3,27,30,90.0,3,5,60.0,0.0,0,10,1,1,54,5,2,0,0,7,3,0,0,0,0,51,0,2,0,0,1,1,0,0,,0,0,1,3,5,3,0,2,5,40,24,3,,0,,208,135,4,1,0,0,50,13,0,1,1,0,7,0,0,0,0,2,0,0,
